channel_id,all_comment_count,eng_comment_count
UCkH6-sgIxWjGb0kAaybyzew,39,38
UCkHASsLOHuddMTzARove3AA,54,10
UCkJEpR7JmS36tajD34Gp4VA,96,86
UCkJz0IjpFA9IYA6wUPyAQIA,31,27
UCkKDpnzIG29MA--Sh6oOtWg,61,5
UCkKeG3Vz6R0JZowsYE2hMHQ,56,0
UCkLNHZZsC3LKdUAroKNwOOw,101,29
UCkMrzpvOdM2Ndc21jgbj8NA,39,5
UCkNRdK0q5KZssogiS--R4pQ,30,28
UCkQO3QsgTpNTsOw6ujimT5Q,33,24
UCkSMDOtrKr43OGSSmKnx6tQ,32,31
UCkZu0HAGinESFynhe3R4hxQ,33,22
UCkc6y6DoQ9vNMnSlH-8gw-Q,27,20
UCkcqmxjMXaBb0kDWqqSEU1g,34,27
UCkfTm3HfC4Fqr5dTPJHc9Fg,14,14
UCkjOy-CyP1EKwB5wDdm21xQ,27,4
UCkkPGKGkioMO4J8PEbfpddw,93,65
UCkkWiZ59-JghPsbwbIRVyRw,30,4
UCkka5j2ya5biR4oBGlaZCmQ,35,24
UCklS5HHfV3qVfLgAAKJIepg,65,36
UCkmLpbIFpQS0MOJr0FOY_nw,56,22
UCknLrEdhRCp1aegoMqRaCZg,107,99
UCkonnVOfk_KQaYa8qeAGxQg,38,22
UCkvLEcEHQ1TGvRZW-lwh1yA,29,20
UCkw4JCwteGrDHIsyIIKo4tQ,142,127
UCl-eRTiL9VOLhXhX_RT1gsw,19,16
UCl0L4ecl2ipGTVLp0zz8Puw,33,27
UCl31nh9FGrKKGjKn8uaOasw,26,25
UCl71E6OK8g7nQsyJv-6Ml6w,36,0
UCl8TEoIOnMq_5ntJOYMq-Zg,57,46
UCl9yvlcKLCImWlthDVVwS2A,40,21
UClAloP4xff1FZHBFXfj9emA,29,13
UClBoSG6JnFaxAmqmI5cuK_A,51,32
UClCe18fwE4Gtr7vgqka1Zlg,24,2
UClDVWIdbYk0mCnL9nkRHSxw,31,10
UClEaLQq1OzzfkLF4-0WSdrQ,33,31
UClIZMYiXeR4BSBFoqlgugcA,41,30
UClOcsq2eyhAf5tisO0evIdw,30,8
UClVrJwcIy7saPcGc1nct80A,30,20
UClW4jraMKz6Qj69lJf-tODA,32,22
UClX4cj-L_4Q-VQ8k48w1LGg,6,1
UClXIE26CH8oyaIX5a_vpPJg,21,20
UClXyQldSV7ZAzW5fH32FWlw,26,7
UCl_7TcFxC6XNZOVmJClCUEg,29,21
UClaXaq9QJLwnCr-fMX17I-Q,30,1
UClavAb2T4kVNj-I_5qKw8sg,37,30
UClh7Lmy4FDnPMIrL4sSNYLQ,232,143
UCljz_M6NK7ASp5u0t2ImfiQ,92,77
UClkUhTjFbQbtGfS14h9Vw5g,32,26
UClu474HMt895mVxZdlIHXEA,36,1
UClvgyQvIplPQU8N73vPlFUA,36,15
UCm0HJFN_tqEJTWayKsbcHng,30,1
UCm1dsgJNnhaLkY3uAdqN4mA,41,28
UCm4--U6UJnI1taBnkekOlxA,23,14
UCm5mt-A4w61lknZ9lCsZtBw,34,32
UCm5wThREh298TkK8hCT9HuA,22,2
UCm9VBJnCWbtqWeg5EzXH-PA,31,30
UCmCCTsDl-eCKw91shC7ZmMw,35,5
UCmDOChfahA4gZU3WoRriNUQ,30,7
UCmE-SU-4kME5yeLeiR93OiA,4,2
UCmFVeAWxiBM9wkS1OeJKhUg,24,23
UCmGSJVG3mCRXVOP4yZrU1Dw,25,20
UCmHzCFgOiVlZVT6ppYi7CpQ,81,30
UCmJWxL-S_cGLXsbx8vhbq9Q,57,49
UCmOA7RzdvNCI3YbKWU14-4g,25,7
UCmQ7nUqeKBYeZGkLKNK2aKw,27,14
UCmRtPmgnQ04CMUpSUqPfhxQ,4,4
UCmS75G-98QihSusY7NfCZtw,34,4
UCmbF1cyNa6y7uNYiqYmSVJw,67,59
UCmh7afBz-uWwOSSNTqUBAhg,27,23
UCmi7CahP3G3YySOAFOfSnkw,9,5
UCmihriEKTDg-YkJ1Hn49gsQ,38,24
UCmjcipK4ISJ9ZGYXVflyDmw,4,4
UCmjeWRE9boeZfWFIT2cMsvg,39,18
UCmlWSK_3tx1hEGswvKGnYbw,29,17
UCmmPgObSUPw1HL2lq6H4ffA,57,47
UCmnpMr4Md5CgZ5MdlghTYqA,54,47
UCmuqCD1-z48_-9KtDTHbQ5g,33,31
UCmv6kmr0gJltiqlu2AtcLHA,23,15
UCmvBVmiTrR6qlG2Merzx6tQ,26,12
UCn2YKsCiDpL3UjxIm4-RCoQ,24,23
UCn9W4PujTNjq4C_vlOgpyow,33,24
UCnDl1lJkp4KgEbJKLnVLPjQ,35,12
UCnFmIxjxfZsMLaTskyrRSfA,29,23
UCnI3TuOg8D3SCRPW8ET4EAg,31,27
UCnLG3faqJVbi2BsvMS87Kng,25,24
UCnMn36GT_H0X-w5_ckLtlgQ,121,119
UCnOtD9H-cffACLfOJdk3cRw,35,16
UCnPjVVu__eOVZnAnjBiGhKA,30,15
UCnSDZWM7akmbgbwdECSPpow,3,2
UCnSR7_Oq-MdsZxfogsfk-Ug,24,17
UCnTzym6VmmyDiVEOnBIFfsg,26,17
UCnUqX0KIAu3svfrlkrYaZew,31,18
UCnXQ2UmtPSvbhD8E-jllazQ,2,0
UCnZixomZ5A25EUR4J4UBAag,30,23
UCnbIcS2C2SrUuDV7NX8mvRg,35,27
UCnfrIHGbtK7OSTYMS-zcOeQ,32,26
UCnhb2ElBlkFiaFq_rgbkDfA,31,18
UCnj-zykC0v_6LFxf5WndmwA,48,38
UCnmFy6kByDk4WiQ6gOIIFug,103,67
UCnnQ3ybuyFdzvgv2Ky5jnAA,87,78
UCnobTPLeBxWHurWHq8jzsnA,33,9
UCnsmVWGrFH4uZJ2MGqLlgDQ,33,26
UCnwUjPK7dXety-AJ4fNw_RQ,24,21
UCnxGkOGNMqQEUMvroOWps6Q,24,20
UCnzDWHTbEE5UWd3WuQAX6zQ,97,78
UCo-nxhA1c6OfgkZLb_x_zKg,35,21
UCo3Uz96PEWjZCLiRiR1qY0A,27,5
UCo621I_M2ojC6EK6xgZk3XA,34,15
UCo7a6riBFJ3tkeHjvkXPn1g,29,27
UCo8bcnLyZH8tBIH9V1mLgqQ,93,81
UCoJNIIiyO7LqVLdLXuBv_Kw,25,16
UCoK_woRkWBbkQ1L7wc-O2bQ,34,9
UCoL68NLLSUQqEDwMZPvrdEg,69,20
UCoL9102qjP4fMOCw4Hj1A4g,22,15
UCoMdktPbSTixAyNGwb-UYkQ,64,57
UCoMzWLaPjDJBbipihD694pQ,103,73
UCoORXcc2eQHEea-c6XoF64A,3,3
UCoOae5nYA7VqaXzerajD0lg,20,19
UCoOss5XiPpnLHGmLrBvNkJg,37,34
UCoPHzo6P_19R2DqiWDLIAtw,25,4
UCoQ82DJKX_kB5YTNBeYN-eQ,30,19
UCoU-uvuKOMfd8g8iFONan5Q,29,28
UCoUM-UJ7rirJYP8CQ0EIaHA,58,22
UCoV9RwQUEBZJX6EvP_s9XAg,30,1
UCoYPt6E_mUCXKM8e3ZoizCA,57,51
UCo_IB5145EVNcf8hw1Kku7w,30,21
UCo_sCO2CnxerFBIXCtdWi8A,61,47
UCoamPiVrts0-qXQNnTn5jEw,31,5
UCocx9hVUvgMMNupSEaD2GAQ,27,16
UCogNMtzi_CJwQkYtS30V5FA,33,10
UCoh-C01mA3H32unyTAOF0NQ,27,10
UCoihrBTsIlpFnTkJFU-kdtQ,2,0
UCoj4dX_MBHfO3OoOw8MMMbQ,34,22
UColWnHpgYPbb746xFSc_6wQ,29,27
UCorVBcR89wztpz9-dtz_nww,23,4
UCor_kFLwhSPubDOkuFFWNXA,24,23
UCow_f6rdMDzN2jBcHM-6sKw,36,27
UCp-IaqOaxH7OLYFb9FEHK2A,30,13
UCp-uaoJ9fD4o1wVnGAcK6XA,4,0
UCp6_KuNhT0kcFk-jXw9Tivg,40,9
UCp9UFnqm9oUr3U2GSNKBuew,28,25
UCp9fdMyEgqyhoZjUynb905g,10,7
UCpF_Q1Mr-KS_hsTNEu4oArg,16,9
UCpHWNd83s0a--p9myDq1Hfw,66,28
UCpIn7ox7j7bH_OFj7tYouOQ,88,85
UCpJtpB6phQSmGYqXwHMoW3g,26,8
UCpM3V4rrrwAq2l5pJ6v7A1w,28,13
UCpMNCbnIjxci0LUs4MVqFdQ,7,5
UCpMcsdZf2KkAnfmxiq2MfMQ,27,21
UCpPwodiYc4ceaqEBB54trHQ,33,21
UCpQyvmKsmErzFlYHH4UPcHA,31,10
UCpVH3AFcRbAri5OAUsYRZDw,333,22
UCpVm7bg6pXKo1Pr6k5kxG9A,141,94
UCpWP1zLlQDxaBQ_3DKg0ULQ,29,23
UCpWaR3gNAQGsX48cIlQC0qw,40,13
UCpYF_3dMxbTukeCG2GsgPbA,188,145
UCpbClyFMuJQJJH7skfiVeQg,124,98
UCpcuN4m4C69XMzGd8QypFYg,16,1
UCpeSv0N9tbe2V5fLMVrlodA,22,18
UCphLLUvY0al4TiuhRbm6Cqw,1,0
UCpjlh0e319ksmoOD7bQFSiw,10,9
UCpkMFmLkbaPwyBLACCnnoCg,33,19
UCplqZF_Lb77bi3eUsczSV1A,38,30
UCpoFTd5pm7T648WQYGDgjjw,15,3
UCpq2aZ_la87_eNCHTurQQNA,31,17
UCptwuAv0XQHo1OQUSaO6NHw,66,62
UCpuT8AlP9P9EgW_pZ0_xInQ,128,94
UCpvCCcbe2Grs0iZ2RScez6g,33,22
UCpvyOqtEc86X8w8_Se0t4-w,24,20
UCpx_k19S2vUutWUUM9qmXEg,73,35
UCq-Fj5jknLsUf-MWSy4_brA,60,25
UCq0grzC77X9UZd9xngQRTjg,29,28
UCq46lKycfqrBtUPTxUk_NRQ,28,12
UCq8DICunczvLuJJq414110A,25,12
UCqD1vWlpai9SUvfNfzVvUqA,33,30
UCqDOgbuIkgseaGA8JZsLffw,65,56
UCqFhfan_P2AmGVB1X2B-3Aw,35,5
UCqG3b7ktKbW_G6Zv0T6yiaQ,53,20
UCqIhj9E30fxRF-bL9gtIsUQ,30,28
UCqJ5EkPzmVHTTrrHtmgWeeg,36,33
UCqMdEOPBZbGPykVOhUqWqfA,1,1
UCqQo7ewe87aYAe7ub5UqXMw,65,50
UCqTwKvjbTENZDGbz2si47ag,31,20
UCqUGJJcQoXIZI0STu44JT0g,23,13
UCqW8jxh4tH1Z1sWPbkGWL4g,26,22
UCqYw-CTd1dU2yGI71sEyqNw,17,3
UCqbOeHaAUXw9Il7sBVG3_bw,59,48
UCqdjA0jxKFhUzUAe0OiWUzw,35,24
UCqfQLEryIx3r6OP2VhyNWQw,27,5
UCqlsXJpAOICV20pxH2knYXw,48,37
UCqoAEDirJPjEUFcF2FklnBA,50,43
UCqoGR_EedlhKDVuWNwYWRbg,27,22
UCqos1tl0RntucGGtPXNxkkA,58,51
UCqvaXJ1K3HheTPNjH-KpwXQ,31,29
UCqyBfm_H9ugGirk1ufYA2YA,5,5
UCqz1Z9I6GY0q0xvUnLqGHOg,33,24
UCr-yZBBIzqOkcHjmAF7YR7A,34,15
UCr546o7ImhGM57qoY0hHvkA,11,11
UCr57uNlkRtWt8IqMOvUSYKQ,32,26
UCr5qeBG9g7bGtMGyHG2GzbQ,27,23
UCr6Bv4M4Jsec9Xrc9lBOT7A,72,48
UCr9a47pzGZNAUY5srcczTAQ,31,0
UCrDcofIg9AJ3Ky3BGuMnqqw,38,34
UCrFFy9BMtlNsg2wsa4XbTPg,30,19
UCrHQf1k-GtPByMHRsJjxO5g,38,9
UCrILBI7SUyvBCeoJxFpJNhA,24,18
UCrKTle4swI2H8V02FLtO9PQ,34,20
UCrLar1K8tHn5Lg-cAm_5Kcw,34,18
UCrM7B7SL_g1edFOnmj-SDKg,8,6
UCrRpYEytIHGyDgNWO6VbHlQ,18,11
UCrSL5o7eTh5techsNfVVOfQ,32,26
UCrTFPf6rq5OUSWb7ILW9trg,68,63
UCrTphLe4-fZY3_jExXwvDaw,40,11
UCrUTphxarZzISDiXFsFnUUA,29,20
UCrUWAHwPl7vttqBIPF9ZUxQ,69,55
UCrXzMVbjcaVvVtihxNpBvMQ,38,24
UCra5tzbQ7y52Y8crzjw0Z2w,28,11
UCraiFqWi0qSIxXxXN4IHFBQ,57,50
UCrbGXkoiC7DPoTU4DgYnvfA,31,29
UCrbLDRbD7EmERikOq3_7f3A,58,54
UCrfaLdVUAziZq9_yRFKYuIQ,34,31
UCri2vpzFkOaNNfG0uGm2nMA,26,0
UCrioNC6jxZmDMwqtC5rN-Tw,31,11
UCrkKeDYNCXu4BDY_0h67d5Q,28,14
UCrlIS7z20CnVaCrMvdkig_g,85,55
UCroIgxbjoAkAosWsfi0bgNw,25,17
UCrp_UI8XtuYfpiqluWLD7Lw,62,56
UCruQg25yVBppUWjza8AlyZA,29,26
UCruUAAgi8FPOEhV_6nxD0ew,187,12
UCrwzY_i2KJdKMPHGdtwzG9w,25,17
UCrx5pVziMo1qzF8isicR5SQ,32,7
UCs63uwXA_s2ww279MOaXeZA,33,18
UCs6ZQr6vTKU83dLhTABrN4g,30,23
UCsAtSubtzDCbWqPcYlBHA-g,27,18
UCsBjURrPoezykLs9EqgamOA,316,278
UCsDTy8jvHcwMvSZf_JGi-FA,23,15
UCsDnS4kjqUkEgcdp4R2TAew,4,3
UCsLF0qPTpkYKq81HsjgzhwQ,62,54
UCsLo154Krjwhoz8W00N8ItA,36,33
UCsMica-v34Irf9KVTh6xx-g,3,1
UCsN32BtMd0IoByjJRNF12cw,72,68
UCsT0YIqwnpJCM-mx7-gSA4Q,184,164
UCsXVk37bltHxD1rDPwtNM8Q,231,194
UCsYDA8aP_UqKeP_Xn5BOy1Q,33,12
UCsYJZHxeliV-nmf6fjsoc-A,38,35
UCsYLXBQ7RaagLd45glOwGAg,36,2
UCsYW6Rl1rmrdEiDFKIyYzGw,69,60
UCsaS5aZjlJPJCzNwjEc3waw,29,18
UCsaYKdGyEV_4KIVGtekpZSg,29,20
UCsaoxVZ4JEnBSE1iJRNGrzA,30,17
UCsix2fSnlGKPbQML3ocXlVA,7,2
UCske8PIaYjaPH1yBr_JojwQ,61,54
UCsmXiDP8S40uBeJYxvyulmA,44,4
UCsoMNUy0dPoFRAPcOjvdLTQ,25,19
UCsolMy8fNfkCw9lf8zc97gA,32,24
UCsooa4yRKGN_zEE8iknghZA,420,351
UCsqoUqiKajSIn__sNlOQY3Q,18,0
UCsvqVGtbbyHaMoevxPAq9Fg,546,436
UCsxJ9QfYa6qRbSA7TYnxk1A,12,9
UCt0SMZB-AHg4_KKsccj4j5A,5,5
UCt7LW9qkbk1D1sp9nIIqNMQ,28,8
UCtBAlQkiTnjqzkSmO62iDvA,70,60
UCtBLBiEGfvSBu-kpvhCq_Rw,38,23
UCtBp5FUvxIQV-3Dn4K_43-A,24,13
UCtEgLf0_j1vJLz0aNEdO2SQ,102,15
UCtG-RVaX4Nzj7yTfwOerQpA,31,1
UCtICg50_YuHVuK_erIcjvaQ,29,6
UCtOyEDcQkpJ-W0dB_UxQWRg,22,11
UCtV0jyO_aGii8b_9oz0FktQ,33,26
UCtWWry0cgjWi9C0Ye9sh6og,14,11
UCtXCZmV0U0bTpDfE-rwMQIA,35,24
UCtXSHpoksPg_AowNJh1ooYA,29,21
UCtYLUTtgS3k1Fg4y5tAhLbw,65,53
UCtZR9z2LPpXr9UiLQF6KR0w,39,16
UCt_FevX1UdOAMKGvXIzwTLg,85,33
UCta3MuD7omvsJyb-SMQkKOQ,31,27
UCtatfZMf-8EkIwASXM4ts0A,61,52
UCteF4--g6cL7jXbmujpRfeQ,58,50
UCthbIFAxbXTTQEC7EcQvP1Q,33,0
UCtinbF-Q-fVthA0qrFQTgXQ,35,30
UCtke4StIE5z2EiF85Zeqb-A,31,0
UCtlAFoYl2aWb6pMiHCctQHA,16,15
UCtmMJ50FQfi_Ep3nSnnvouQ,41,3
UCtnHxTn2yi8Fs3R7EnuYKBA,45,10
UCtscFf8VayggrDYjOwDke_Q,31,29
UCttspZesZIDEwwpVIgoZtWQ,25,3
UCtwQvkMG2Ksbe2HhB1WJlOg,36,19
UCtxD1EvAN5gRHfk3S_v_s0w,25,14
UCtxbV-l2t708Y4tkGSn2IZg,30,23
UCu0HI0THVGFWA6y12gb8G0g,31,9
UCu6H0owNo5Cm_J2znpYBjGA,25,25
UCu6eDhSb-UJq7_vLgKe4vHw,34,0
UCu8YylsPiu9XfaQC74Hr_Gw,27,24
UCuFFtHWoLl5fauMMD5Ww2jA,34,34
UCuFPaemAaMR8R5cHzjy23dQ,62,0
UCuG1usSaVDBG-_6l0wJnPjQ,117,15
UCuH22czTKY_PcWHvSZ6ibdg,26,8
UCuMZUmEIz6V26xIFiyDRgJg,15,10
UCuNQquyFKKikkscE9OQwrvg,30,21
UCuPLku1Zrk6HMr2S51yGkpQ,143,74
UCuRgzt9d1Ht89wMrSfl97cQ,29,7
UCuTaETsuCOkJ0H_GAztWt0Q,30,26
UCuVLG9pThvBABcYCm7pkNkA,56,48
UCu_ddDIgIZREFg_N_1-z4nQ,24,22
UCub3Vt-aSQjYnj62vmVzx8g,116,108
UCuel4n7QXoG3HqclWqPaR1A,19,1
UCujEh8EooZHJe4YDinK3PAg,24,21
UCujMOyMfjf4hvYn7aRe1JEQ,1,1
UCukbDcjeYSLtgUPtqVZh0tg,25,11
UCulYu1HEIa7f70L2lYZWHOw,49,30
UCulsxDuZ0gU8lzhpPAjUwUg,27,18
UCuoH9aFpJT0HltXb0XrKRNQ,32,14
UCupQd0e1leK4-Mj1wSfnkoQ,35,29
UCupvZG-5ko_eiXAupbDfxWw,70,58
UCutoQ8ltgJ_MXSU7ZsMe84A,6,3
UCuuIOPN4sluDyHqy8TI3MVQ,32,31
UCuuWA1J587Hlkt9mZ-CKKWg,26,0
UCuudpdbKmQWq2PPzYgVCWlA,28,22
UCuwJoiGWRxPYStBp0l0WuZw,33,27
UCuxfK38dUXj6oY_L4JjTCkA,25,19
UCv3cvTwgQy8nPj01yvn2yuw,52,51
UCv6T1ljYi3CETJ1Jqj1bFMQ,31,0
UCv9rbAUUpoW0k8MP2R4UEJA,35,28
UCvC4D8onUfXzvjTOM-dBfEA,37,28
UCvCYE-3TrY1GAe2l8K08N-w,94,91
UCvErWPrzaylp-zyK1OjsCvQ,33,1
UCvGwWJ_bcMkHRBuTNCL08cA,26,17
UCvHJzqB1KZMpZniAVWy3tkA,29,12
UCvHWfLnaHdnUcR8M8z2UJxQ,34,1
UCvHgAevYNV-A-bgA_edRjpA,36,3
UCvJJ_dzjViJCoLf5uKUTwoA,94,83
UCvKRFNawVcuz4b9ihUTApCg,24,23
UCvOca8do9ZtAkjytg_AU-JA,28,20
UCvQ6q0oG7EfECPCCOhuyaeg,23,12
UCvQECJukTDE2i6aCoMnS-Vg,60,50
UCvURWLttQQDceIRZfbXO3sw,126,0
UCvdxGWiC6FrVJSCso1tYOVQ,5,3
UCveWMJeHgcIUPMnFzd7Vxjg,35,28
UCvfrfH-VOHPYzMddGWIzoWw,17,13
UCvgT7Cks83k1VplVQxC4y4A,29,18
UCvhPRRiwI1_p4OBsY0yz6mg,73,66
UCvhd7zGGylSJtqk-7hXdmdg,36,18
UCvj3sUiOIvXZR00ZdMJFtwg,31,21
UCvkYQZ80HOAV8hvngztdMOg,2,0
UCvldQYubivfnUE2_8HigYpA,29,24
UCvmofFg-oZc4jvBUIfZbjzg,35,27
UCvpBKe4PjxCctjIrE01OIIQ,32,27
UCvpredjG93ifbCP1Y77JyFA,28,4
UCvrQdOvBRW-ycBQ32o1BCQw,34,26
UCvrd6VtgWF7CwaZH1S0N-Qg,26,26
UCvt5p3A11M8zd8iJPCC5XvQ,28,16
UCvulgQYQPPUMwCs7tKMXO0g,183,163
UCvyZS6W6zMJCZBVzF-Ei6sw,40,17
UCvyz2XB3Seq9MCbtORt1WIw,76,66
UCvz84_Q0BbvZThy75mbd-Dg,119,99
UCvzhkIinfe7hDRQXHkVzMcA,20,16
UCw2br80x_dpvJoAsSCC-bGA,1,1
UCw4IHIMsDO5wpIiprOSXiEA,32,11
UCw527CsYYlcRVR3W2ywMV0A,29,9
UCw8_bi1G4duPevdfktipGOA,25,18
UCw8euwnbhc7emu194zhEiDQ,36,27
UCwA37yjKZ4M4k3mTlM-qpBw,33,32
UCwAdQUuPT6laN-AQR17fe1g,23,10
UCwBAHbp-l9bSOooxu_E8FyQ,68,59
UCwD_1dpfM6bjfEMx-MB43uA,36,16
UCwDxUt_GJc_dwn0xOp0zRBw,35,27
UCwIWAbIeu0xI0ReKWOcw3eg,29,19
UCwKAkgOJ7TISGlwZAq1H0Vg,2,0
UCwKB_00dPL3x5XmHF9IJCrg,14,11
UCwLK17rpMFUfktQEcMzSyWg,29,18
UCwLnkUCslDiUs9JWSJPlOtA,6,6
UCwO9-5vM7QMcolhb-TrJozQ,70,32
UCwO9naEwEdTuT9Q5Vze6XCA,32,21
UCwPm5a6_r_uGMsF16UZZ7bA,34,30
UCwPmDlEaOe1BeZr57yL0vaw,32,23
UCwRa9t7B6WUDMjIdnZ7d6QA,36,4
UCwTRjvjVge51X-ILJ4i22ew,30,13
UCwV-2zV0843TeNAEs2FI0lw,37,16
UCwVUvwMBetYq3nAN4A72cZA,24,15
UCwVxN4-G_OidfmIW4R5VRFw,29,15
UCwXicok1yKCwDWJRkRbJ4KQ,49,35
UCwdx8ruzMqXKgoU4XsdHl8g,41,13
UCweDKPSF65wRw5VHFUJYiow,31,31
UCweYhLNq5E2Qde0OVJHrjEg,20,0
UCwgPdz1IA3zSAAeNHJfALVg,68,49
UCwjZbay3Abw2ub6oYOfIg9g,32,25
UCwlvSJdcMc7iGdR-aducSog,35,33
UCwmGHKwW6AE_NBQ3CNcO9-A,154,42
UCwmZiChSryoWQCZMIQezgTg,99,70
UCwn3j2CZShPwFCWgIPSi-8w,31,10
UCwr-evhuzGZgDFrq_1pLt_A,24,13
UCwuN1GVl0hP0dgBbYjXA51w,35,25
UCwwuSBYcErVlOpveYubHv4g,33,32
UCwx7Y3W30N8aS_tiCy2x-2g,54,44
UCwyVRKfytvjSF6q5s7noKZQ,29,16
UCx-KWLTKlB83hDI6UKECtJQ,33,21
UCx18ywTcohtS9lpNXt8noWQ,38,31
UCx9sVjT6kNuMHIq36IcA-LA,36,14
UCxB7jMnHekMzHsOl9iZpXrA,39,34
UCxEQsjgRRfGWiJJu_PDygxw,31,29
UCxEuzvS8X2ljN5LZACvE0jg,50,47
UCxH0sQJKG6Aq9-vFIPnDZ2A,63,35
UCxHOMpCncSCDosjuAMeL_QA,26,22
UCxHoBXkY88Tb8z1Ssj6CWsQ,2,1
UCxY6a-AggK955JXpEPzlRLA,34,2
UCxd6ifFZycyUB45d2t9VPQw,90,65
UCxgAuX3XZROujMmGphN_scA,99,94
UCxiPSgY4RjnUQBcEYwEPy0w,24,21
UCxjwyHfs_334MLK95XPqGwg,29,12
UCxk4OTmTmSVo5AanTHDr_Bg,32,24
UCxladMszXan-jfgzyeIMyvw,36,28
UCxoz4YfS4M3H3C57FD4jW4Q,56,50
UCxpK_qbte2WqEoI-F34a7ZQ,10,1
UCxqAWLTk1CmBvZFPzeZMd9A,151,130
UCxtoW6ub3QvAgVT2o76inpA,37,15
UCxyiSz4m161Z6frOsFxJpgw,39,37
UCy-k88ww-eWxy6saQFTfXSg,32,19
UCy0tKL1T7wFoYcxCe0xjN6Q,24,23
UCy287hC44mRWpFLj4hK8gKA,68,61
UCy5znSnfMsDwaLlROnZ7Qbg,30,0
UCy6xH_adPsNMD6rQ2yZXB6w,32,31
UCy9NvK3_XGS4o2Zu7P84wMg,26,26
UCyBnpGaK3caGK4Boyh5hYyw,29,25
UCyD4t-kBwhpc-g2jvmhVAwg,29,21
UCyEd6QBSgat5kkC6svyjudA,63,55
UCyHJ94JzwY92NsBVzJ2aE3Q,29,26
UCyHtTtGH3c79iPc5meGA-pg,25,15
UCyKs4L4EULCfySbTybA9bAg,55,21
UCyL0RJe41itDFjd70KKZIZQ,33,29
UCyOXuep3hUvothHwr9k2DAA,28,24
UCyRhbS1VVfjbO06sN0zxsjg,29,23
UCyTS-kqntjFL_qxt9orBytg,30,18
UCyUTC3jCAaLd639lo9n9Bqw,13,8
UCyXD1jAZBdZ4u0K-GLYC77Q,24,19
UCyXH3yV5iAiUex_-Rc-Flgg,119,85
UCyd1FQbwxPyOACQuYgFzsJg,29,20
UCyeVfsThIHM_mEZq7YXIQSQ,28,15
UCyfZyQz37aOcyFmbWGKEpqQ,16,3
UCyh5g11KbG_YdbRw1ktAJqA,29,20
UCyhEZKz-LOwgktptEOh6_Iw,45,42
UCykzEgCDsi-hV3vCFa3bkwQ,26,18
UCymzDnu-l3vZ1fxuqvRePOA,19,17
UCypAoMCRQuNL2RBwy-x4oQg,25,23
UCyuDROQgOF2HrPKqaDjRJUw,3,2
UCyzkxMLeZDcd_Qhzh6uMgbg,29,28
UCz1oFxMrgrQ82-276UCOU9w,57,56
UCz5osAvTYFKjb6Kjcep6vXA,29,19
UCz8QaiQxApLq8sLNcszYyJw,49,42
UCz8y1ABvo6PI1EB8mgyI8cg,27,12
UCzE0cBVasE3tUoUvnxxcn6Q,55,12
UCzF4Ryn8TKn64md77gS5Q5Q,20,18
UCzJ53fi4NuDCYWOk9PtEkCA,27,15
UCzPyTFA2S3m9EbCEYRLr5mQ,20,0
UCzS3-65Y91JhOxFiM7j6grg,25,17
UCzSSoloGEz10HALUAbYhngQ,35,24
UCzTaO6zbdD2FpjZes31ynWw,28,12
UCzWwWbbKHg4aodl0S35R6XA,55,52
UCzYB0J1KFFo5P2EAiRuwdJw,31,12
UCzZIOm9qU-yXukOYRSTlPvA,33,26
UCzaYH6WeohiHKj3Ih_GdZdQ,25,24
UCzcB6yUTNVsvamC_eaDTOCw,28,24
UCznj32AM2r98hZfTxrRo9bQ,24,18
UCzqKhRhaE0fNl_Lg9jTaXbQ,33,28
UCzsEAkRcIsKpd1WaJnRR97A,34,30
UCzuqE7-t13O4NIDYJfakrhw,26,25
UCzzFtVXMzxD08Zej-qokESw,29,17
